flight_number,standard_time,estimated_time,location,airline,international,flight_status
BHA855,2023-08-18 12:10:00,"[{""time"": ""2023-08-18 12:10:00"", ""timestamp"": ""2023-08-18 12:15:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 12:15:03""}]"
BHA705,2023-08-18 12:20:00,"[{""time"": ""2023-08-18 12:20:00"", ""timestamp"": ""2023-08-18 12:15:03""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 12:15:03""}]"
BG372,2023-08-18 12:40:00,"[{""time"": ""2023-08-18 12:40:00"", ""timestamp"": ""2023-08-18 09:45:03""}]",Dhaka,Biman Bangladesh,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 09:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 11:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-18 12:15:03""}]"
MH171,2023-08-18 13:05:00,"[{""time"": ""2023-08-18 13:05:00"", ""timestamp"": ""2023-08-18 10:45:02""}]",Kuala Lumpur,Malaysia Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 11:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-18 12:45:02""}]"
H9678,2023-08-18 13:50:00,"[{""time"": ""2023-08-18 13:50:00"", ""timestamp"": ""2023-08-18 11:45:02""}]",Dhaka,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 11:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 12:45:02""}]"
RA205,2023-08-18 13:50:00,"[{""time"": ""2023-08-18 13:50:00"", ""timestamp"": ""2023-08-18 11:15:07""}]",Delhi,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 10:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-18 12:45:02""}]"
6E1154,2023-08-18 14:05:00,"[{""time"": ""2023-08-18 14:05:00"", ""timestamp"": ""2023-08-18 11:45:02""}]",Delhi,IndiGo,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 11:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 12:45:02""}]"
KB205,2023-08-18 14:45:00,"[{""time"": ""2023-08-18 14:45:00"", ""timestamp"": ""2023-08-18 11:45:02""}]",Paro,Druk Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 11:45:02""}]"
BHA507,2023-08-18 16:25:00,"[{""time"": ""2023-08-18 16:45:00"", ""timestamp"": ""2023-08-18 17:15:02""}, {""time"": ""2023-08-18 17:26:00"", ""timestamp"": ""2023-08-18 17:45:02""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 17:45:02""}]"
BHA255,2023-08-18 16:30:00,"[{""time"": ""2023-08-18 17:10:00"", ""timestamp"": ""2023-08-18 17:15:02""}, {""time"": ""2023-08-18 17:34:00"", ""timestamp"": ""2023-08-18 17:45:02""}]",Dhangadhi,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 17:45:02""}]"
NYT793,2023-08-18 17:00:00,"[{""time"": ""2023-08-18 17:00:00"", ""timestamp"": ""2023-08-18 17:15:02""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 17:15:02""}]"
SMA-301,2023-08-20 06:00:00,"[{""time"": ""2023-08-20 06:23:00"", ""timestamp"": ""2023-08-20 07:15:07""}]",Lukla,Summit Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-20 07:15:07""}]"
STA601,2023-08-20 06:00:00,"[{""time"": ""2023-08-20 06:33:00"", ""timestamp"": ""2023-08-20 06:45:02""}]",Lukla,Sita Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-20 06:45:02""}]"
QR647,2023-08-18 18:00:00,"[{""time"": ""2023-08-18 18:00:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 16:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 16:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-18 17:45:02""}]"
RA433,2023-08-18 22:30:00,"[{""time"": ""2023-08-18 22:30:00"", ""timestamp"": ""2023-08-18 18:45:03""}]",Narita,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 18:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 20:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-18 22:15:02""}]"
BHA659,2023-08-18 17:10:00,"[{""time"": ""2023-08-18 18:30:00"", ""timestamp"": ""2023-08-18 17:45:02""}, {""time"": ""2023-08-18 18:01:00"", ""timestamp"": ""2023-08-18 18:15:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 17:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 18:15:03""}]"
BHA561,2023-08-18 17:30:00,"[{""time"": ""2023-08-18 17:40:00"", ""timestamp"": ""2023-08-18 17:45:02""}, {""time"": ""2023-08-18 18:02:00"", ""timestamp"": ""2023-08-18 18:15:03""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 17:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 18:15:03""}]"
BHA100,2023-08-20 06:15:00,"[{""time"": ""2023-08-20 06:32:00"", ""timestamp"": ""2023-08-20 06:45:02""}]",Mountain Flight,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-20 06:45:02""}]"
NYT301,2023-08-20 06:15:00,"[{""time"": ""2023-08-20 06:30:00"", ""timestamp"": ""2023-08-20 06:45:02""}, {""time"": ""2023-08-20 06:58:00"", ""timestamp"": ""2023-08-20 07:15:07""}]",Mountain Flight,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-20 06:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-20 07:15:07""}]"
KE696,2023-08-18 19:20:00,"[{""time"": ""2023-08-18 19:20:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Seoul,Korean Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 16:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 16:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-18 19:15:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-18 19:45:02""}]"
H9565,2023-08-18 23:30:00,"[{""time"": ""2023-08-18 23:30:00"", ""timestamp"": ""2023-08-18 20:15:02""}]",Dubai,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 20:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 21:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-18 22:45:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-18 23:15:02""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-18 23:45:02""}]"
MH115,2023-08-18 23:30:00,"[{""time"": ""2023-08-18 23:30:00"", ""timestamp"": ""2023-08-18 20:15:02""}]",Kuala Lumpur,Malaysia Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 20:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 21:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-18 22:45:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-18 23:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 23:45:02""}]"
SQ441,2023-08-18 23:10:00,"[{""time"": ""2023-08-18 23:10:00"", ""timestamp"": ""2023-08-18 20:15:02""}]",Singapore,Singapore Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 20:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 21:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-18 22:45:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-18 23:15:02""}]"
RA181,2023-08-20 06:15:00,"[{""time"": ""2023-08-20 07:30:00"", ""timestamp"": ""2023-08-20 06:45:02""}]",Rukum,Nepal Airlines,f,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-20 06:45:02""}]"
QR647,2023-08-18 18:40:00,"[{""time"": ""2023-08-18 18:40:00"", ""timestamp"": ""2023-08-18 18:45:03""}]",Doha,Qatar Airways,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 18:45:03""}]"
H9559,2023-08-18 22:00:00,"[{""time"": ""2023-08-18 22:00:00"", ""timestamp"": ""2023-08-18 18:45:03""}]",Dammam,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 18:45:03""}, {""status"": ""Completed"", ""timestamp"": ""2023-08-18 19:15:03""}]"
NYT893,2023-08-18 19:00:00,"[{""time"": ""2023-08-18 19:30:00"", ""timestamp"": ""2023-08-18 19:15:03""}, {""time"": ""2023-08-18 19:40:00"", ""timestamp"": ""2023-08-18 19:45:02""}]",Bhairahawa,Yeti Airlines,f,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-18 19:15:03""}, {""status"": ""Cancelled"", ""timestamp"": ""2023-08-18 19:45:02""}]"
BHA663,2023-08-18 19:15:00,"[{""time"": ""2023-08-18 19:15:00"", ""timestamp"": ""2023-08-18 19:15:03""}, {""time"": ""2023-08-18 19:35:00"", ""timestamp"": ""2023-08-18 20:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 19:15:03""}, {""status"": ""Cancelled"", ""timestamp"": ""2023-08-18 20:15:02""}]"
BHA807,2023-08-18 19:25:00,"[{""time"": ""2023-08-18 19:40:00"", ""timestamp"": ""2023-08-18 19:45:02""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Cancelled"", ""timestamp"": ""2023-08-18 19:45:02""}]"
KE696,2023-08-18 19:45:00,"[{""time"": ""2023-08-18 19:45:00"", ""timestamp"": ""2023-08-18 20:15:02""}]",Seoul,Korean Air,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 20:15:02""}]"
BHA809,2023-08-18 20:00:00,"[{""time"": ""2023-08-18 20:00:00"", ""timestamp"": ""2023-08-18 19:45:02""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Cancelled"", ""timestamp"": ""2023-08-18 19:45:02""}]"
H9563,2023-08-18 22:30:00,"[{""time"": ""2023-08-18 22:30:00"", ""timestamp"": ""2023-08-18 18:45:03""}]",Doha,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 18:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 20:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-18 21:45:02""}]"
BHA551,2023-08-20 06:30:00,"[{""time"": ""2023-08-20 06:30:00"", ""timestamp"": ""2023-08-20 06:45:02""}, {""time"": ""2023-08-20 06:53:00"", ""timestamp"": ""2023-08-20 07:15:07""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-20 06:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-20 07:15:07""}]"
BHA601,2023-08-20 06:30:00,"[{""time"": ""2023-08-20 06:30:00"", ""timestamp"": ""2023-08-20 06:45:02""}, {""time"": ""2023-08-20 06:54:00"", ""timestamp"": ""2023-08-20 07:15:07""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-20 06:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-20 07:15:07""}]"
BHA351,2023-08-20 06:50:00,"[{""time"": ""2023-08-20 06:50:00"", ""timestamp"": ""2023-08-20 07:15:07""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-20 07:15:07""}]"
G9537,2023-08-20 10:00:00,"[{""time"": ""2023-08-20 10:00:00"", ""timestamp"": ""2023-08-20 07:15:07""}]",Sharjah,Air Arabia,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-20 07:15:07""}]"
AI212,2023-08-18 21:35:00,"[{""time"": ""2023-08-18 21:35:00"", ""timestamp"": ""2023-08-18 18:45:03""}]",Delhi,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 18:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 20:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-18 21:45:02""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-18 22:15:02""}]"
CX640,2023-08-18 23:20:00,"[{""time"": ""2023-08-18 23:20:00"", ""timestamp"": ""2023-08-18 20:15:02""}]",Hong Kong,Cathay Pacific,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 20:15:02""}]"
AI214,2023-08-20 10:05:00,"[{""time"": ""2023-08-20 10:05:00"", ""timestamp"": ""2023-08-20 07:15:07""}]",Delhi,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-20 07:15:07""}]"
NYT785,2023-08-18 19:00:00,"[{""time"": ""2023-08-18 19:00:00"", ""timestamp"": ""2023-08-18 19:45:02""}, {""time"": ""2023-08-18 19:57:00"", ""timestamp"": ""2023-08-18 20:15:02""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 19:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 20:15:02""}]"
OD181,2023-08-18 21:30:00,"[{""time"": ""2023-08-18 21:30:00"", ""timestamp"": ""2023-08-18 18:45:03""}]",Kuala Lumpur,Batik Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 18:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 19:15:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-18 21:45:02""}]"
CX640,2023-08-18 23:55:00,"[{""time"": ""2023-08-18 23:55:00"", ""timestamp"": ""2023-08-18 21:15:02""}]",Hong Kong,Cathay Pacific,t,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-18 21:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 23:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-18 23:45:02""}]"
CZ3068,2023-08-19 00:05:00,"[{""time"": ""2023-08-19 00:05:00"", ""timestamp"": ""2023-08-18 21:15:02""}]",Guangzhou,China Southern,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 21:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 22:45:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-18 23:45:02""}]"
TK727,2023-08-19 07:50:00,"[{""time"": ""2023-08-19 07:50:00"", ""timestamp"": ""2023-08-19 05:15:04""}]",Istanbul,Turkish Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 05:15:04""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 06:15:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 07:45:03""}]"
OD181,2023-08-18 22:09:00,"[{""time"": ""2023-08-18 22:09:00"", ""timestamp"": ""2023-08-18 22:15:02""}]",Kuala Lumpur,Batik Air,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 22:15:02""}]"
KU394,2023-08-19 02:20:00,"[{""time"": ""2023-08-19 02:20:00"", ""timestamp"": ""2023-08-18 23:15:02""}]",Kuwait,Kuwait Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 23:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 01:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 02:15:04""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 02:45:02""}]"
FZ574,2023-08-19 01:55:00,"[{""time"": ""2023-08-19 01:55:00"", ""timestamp"": ""2023-08-18 22:45:03""}]",Dubai,Flydubai,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 22:45:03""}]"
3L044,2023-08-19 00:45:00,"[{""time"": ""2023-08-19 00:45:00"", ""timestamp"": ""2023-08-18 21:45:02""}]",Abu Dhabi,Air Arabia Abu  Dhabi,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 21:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 23:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 00:45:03""}]"
RA229,2023-08-18 23:30:00,"[{""time"": ""2023-08-18 23:30:00"", ""timestamp"": ""2023-08-18 20:15:02""}]",Dubai,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 20:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-18 21:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-18 23:15:02""}]"
FZ574,2023-08-19 02:50:00,"[{""time"": ""2023-08-19 02:50:00"", ""timestamp"": ""2023-08-19 00:45:03""}]",Dubai,Flydubai,t,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-19 00:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 02:15:04""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 02:45:02""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-19 03:15:04""}]"
FZ1134,2023-08-19 08:50:00,"[{""time"": ""2023-08-19 08:50:00"", ""timestamp"": ""2023-08-19 05:15:04""}]",Dubai,Flydubai,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 05:15:04""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 07:15:08""}]"
RA433,2023-08-18 23:00:00,"[{""time"": ""2023-08-18 23:00:00"", ""timestamp"": ""2023-08-18 23:15:02""}]",Narita,Nepal Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 23:15:02""}]"
SQ441,2023-08-18 23:23:00,"[{""time"": ""2023-08-18 23:23:00"", ""timestamp"": ""2023-08-18 23:45:02""}]",Singapore,Singapore Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 23:45:02""}]"
RA229,2023-08-18 23:37:00,"[{""time"": ""2023-08-18 23:37:00"", ""timestamp"": ""2023-08-18 23:45:02""}]",Dubai,Nepal Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 23:45:02""}]"
J91540,2023-08-19 02:30:00,"[{""time"": ""2023-08-19 02:30:00"", ""timestamp"": ""2023-08-18 23:15:02""}]",Kuwait,Jazeera,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 23:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 01:15:03""}]"
3L044,2023-08-19 01:10:00,"[{""time"": ""2023-08-19 01:10:00"", ""timestamp"": ""2023-08-19 01:15:03""}]",Abu Dhabi,Air Arabia Abu  Dhabi,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 01:15:03""}]"
QR645,2023-08-19 02:15:00,"[{""time"": ""2023-08-19 02:15:00"", ""timestamp"": ""2023-08-18 23:15:02""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-18 23:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 00:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 01:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 02:15:04""}]"
KU394,2023-08-19 02:50:00,"[{""time"": ""2023-08-19 02:50:00"", ""timestamp"": ""2023-08-19 03:15:04""}]",Kuwait,Kuwait Airways,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 03:15:04""}]"
J91540,2023-08-19 03:00:00,"[{""time"": ""2023-08-19 03:00:00"", ""timestamp"": ""2023-08-19 03:15:04""}]",Kuwait,Jazeera,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 03:15:04""}]"
FZ574,2023-08-19 03:25:00,"[{""time"": ""2023-08-19 03:25:00"", ""timestamp"": ""2023-08-19 04:15:02""}]",Dubai,Flydubai,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 04:15:02""}]"
KB204,2023-08-19 08:55:00,"[{""time"": ""2023-08-19 08:55:00"", ""timestamp"": ""2023-08-19 05:15:04""}]",Delhi,Druk Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 05:15:04""}]"
STA601,2023-08-19 06:00:00,"[{""time"": ""2023-08-19 06:29:00"", ""timestamp"": ""2023-08-19 06:45:03""}]",Lukla,Sita Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 06:45:03""}]"
BHA100,2023-08-19 06:15:00,"[{""time"": ""2023-08-19 06:15:00"", ""timestamp"": ""2023-08-19 06:15:03""}, {""time"": ""2023-08-19 06:27:00"", ""timestamp"": ""2023-08-19 06:45:03""}]",Mountain Flight,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 06:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 06:45:03""}]"
NYT301,2023-08-19 06:20:00,"[{""time"": ""2023-08-19 06:20:00"", ""timestamp"": ""2023-08-19 06:45:03""}]",Mountain Flight,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 06:45:03""}]"
BHA1823,2023-08-19 06:30:00,"[{""time"": ""2023-08-19 06:43:00"", ""timestamp"": ""2023-08-19 06:45:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 06:45:03""}]"
BHA551,2023-08-19 06:30:00,"[{""time"": ""2023-08-19 06:35:00"", ""timestamp"": ""2023-08-19 06:45:03""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 06:45:03""}]"
TRA111,2023-08-19 06:30:00,"[{""time"": ""2023-08-19 06:34:00"", ""timestamp"": ""2023-08-19 06:45:03""}]",Lukla,Tara Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 06:45:03""}]"
RA109,2023-08-19 06:15:00,"[{""time"": ""2023-08-19 07:00:00"", ""timestamp"": ""2023-08-19 06:45:03""}]",Bhojpur,Nepal Airlines,f,"[{""status"": ""Delay due to weather"", ""timestamp"": ""2023-08-19 06:45:03""}]"
BHA1821,2023-08-19 06:30:00,"[{""time"": ""2023-08-19 06:30:00"", ""timestamp"": ""2023-08-19 06:45:03""}, {""time"": ""2023-08-19 07:11:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 06:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 07:45:03""}]"
BHA351,2023-08-19 06:50:00,"[{""time"": ""2023-08-19 06:50:00"", ""timestamp"": ""2023-08-19 06:45:03""}, {""time"": ""2023-08-19 07:08:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 06:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 07:45:03""}]"
BHA603,2023-08-19 07:30:00,"[{""time"": ""2023-08-19 07:30:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 07:45:03""}]"
NYT671,2023-08-19 07:30:00,"[{""time"": ""2023-08-19 07:30:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 07:45:03""}]"
BHA951,2023-08-19 07:40:00,"[{""time"": ""2023-08-19 07:40:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 07:45:03""}]"
BHA501,2023-08-19 07:45:00,"[{""time"": ""2023-08-19 07:45:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 07:45:03""}]"
BHA701,2023-08-19 07:50:00,"[{""time"": ""2023-08-19 07:50:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 07:45:03""}]"
QR649,2023-08-19 09:00:00,"[{""time"": ""2023-08-19 09:00:00"", ""timestamp"": ""2023-08-19 05:15:04""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 05:15:04""}]"
AI214,2023-08-19 10:05:00,"[{""time"": ""2023-08-19 10:05:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Delhi,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 07:15:08""}]"
BHA371,2023-08-19 09:20:00,"[{""time"": ""2023-08-19 09:40:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 10:45:02""}]"
BHA607,2023-08-19 09:20:00,"[{""time"": ""2023-08-19 10:05:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Pokhara,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 10:45:02""}]"
RA117,2023-08-19 09:45:00,"[{""time"": ""2023-08-19 10:30:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Phaplu,Nepal Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 10:45:02""}]"
BHA703,2023-08-19 09:50:00,"[{""time"": ""2023-08-19 10:20:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 10:45:02""}]"
NYT675,2023-08-19 09:50:00,"[{""time"": ""2023-08-19 10:35:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
BHA853,2023-08-19 10:00:00,"[{""time"": ""2023-08-19 10:35:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
G9537,2023-08-19 10:00:00,"[{""time"": ""2023-08-19 10:00:00"", ""timestamp"": ""2023-08-19 07:45:03""}]",Sharjah,Air Arabia,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 07:15:08""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
BHA355,2023-08-19 10:15:00,"[{""time"": ""2023-08-19 11:00:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
BHA503,2023-08-19 10:25:00,"[{""time"": ""2023-08-19 10:50:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Janakpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
